	sample.name	Sample.Name	Protocol.REF_x	Parameter.Value.Post.Extraction.	Parameter.Value.Derivatization.	Extract.Name	Protocol.REF.1	Parameter.Value.Chromatography.Instrument.	Term.Source.REF_x	Term.Accession.Number_x	Parameter.Value.Column.model.	Parameter.Value.Column.type.	Labeled.Extract.Name	Label	Term.Source.REF.1_x	Term.Accession.Number.1_x	Protocol.REF.2	Parameter.Value.Scan.polarity.	Parameter.Value.Scan.m.z.range.	Parameter.Value.Instrument.	Term.Source.REF.2_x	Term.Accession.Number.2_x	Parameter.Value.Ion.source.	Term.Source.REF.3_x	Term.Accession.Number.3_x	Parameter.Value.Mass.analyzer.	Term.Source.REF.4_x	Term.Accession.Number.4_x	MS.Assay.Name	Raw.Spectral.Data.File	Protocol.REF.3	Normalization.Name	Derived.Spectral.Data.File	Protocol.REF.4	Data.Transformation.Name	Metabolite.Assignment.File	Source.Name	Characteristics.Organism.	Term.Source.REF_y	Term.Accession.Number_y	Characteristics.Variant.	Term.Source.REF.1_y	Term.Accession.Number.1_y	Characteristics.Organism.part.	Term.Source.REF.2_y	Term.Accession.Number.2_y	Protocol.REF_y	Factor.Value.feeding.	Term.Source.REF.3_y	Term.Accession.Number.3_y	Factor.Value.tissue.source.	Term.Source.REF.4_y	Term.Accession.Number.4_y	Factor.Value.genotype.	Term.Source.REF.5	Term.Accession.Number.5	Factor.Value.replicate.	Term.Source.REF.6	Term.Accession.Number.6
127	SRC.1....Fasted_rep3_skeletal_muscle	SRC-1-/- Fasted_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 knockout			3		
128	SRC.1....Fasted_rep4_skeletal_muscle	SRC-1-/- Fasted_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 knockout			4		
129	SRC.1....Fasted_rep5_skeletal_muscle	SRC-1-/- Fasted_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 knockout			5		
130	SRC.1....Fed_rep1_skeletal_muscle.1	SRC-1+/+ Fed_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 wild-type			1		
131	SRC.1....Fed_rep2_skeletal_muscle.1	SRC-1+/+ Fed_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 wild-type			2		
132	SRC.1....Fed_rep3_skeletal_muscle.1	SRC-1+/+ Fed_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 wild-type			3		
133	SRC.1....Fed_rep4_skeletal_muscle.1	SRC-1+/+ Fed_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 wild-type			4		
134	SRC.1....Fed_rep5_skeletal_muscle.1	SRC-1+/+ Fed_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src1 wild-type			5		
135	SRC.1....Fasted_rep1_skeletal_muscle.1	SRC-1+/+ Fasted_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 wild-type			1		
136	SRC.1....Fasted_rep2_skeletal_muscle.1	SRC-1+/+ Fasted_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 wild-type			2		
137	SRC.1....Fasted_rep3_skeletal_muscle.1	SRC-1+/+ Fasted_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 wild-type			3		
138	SRC.1....Fasted_rep4_skeletal_muscle.1	SRC-1+/+ Fasted_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 wild-type			4		
139	SRC.1....Fasted_rep5_skeletal_muscle.1	SRC-1+/+ Fasted_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src1 wild-type			5		
140	SRC.2....Fed_rep1_skeletal_muscle	SRC-2-/- Fed_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 knockout			1		
141	SRC.2....Fed_rep2_skeletal_muscle	SRC-2-/- Fed_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 knockout			2		
142	SRC.2....Fed_rep3_skeletal_muscle	SRC-2-/- Fed_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 knockout			3		
143	SRC.2....Fed_rep4_skeletal_muscle	SRC-2-/- Fed_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 knockout			4		
144	SRC.2....Fed_rep5_skeletal_muscle	SRC-2-/- Fed_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 knockout			5		
145	SRC.2....Fasted_rep1_skeletal_muscle	SRC-2-/- Fasted_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 knockout			1		
146	SRC.2....Fasted_rep2_skeletal_muscle	SRC-2-/- Fasted_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 knockout			2		
147	SRC.2....Fasted_rep3_skeletal_muscle	SRC-2-/- Fasted_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 knockout			3		
148	SRC.2....Fasted_rep4_skeletal_muscle	SRC-2-/- Fasted_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 knockout			4		
149	SRC.2....Fasted_rep5_skeletal_muscle	SRC-2-/- Fasted_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 knockout			5		
150	SRC.2....Fed_rep1_skeletal_muscle.1	SRC-2+/+ Fed_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 wild-type			1		
151	SRC.2....Fed_rep2_skeletal_muscle.1	SRC-2+/+ Fed_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 wild-type			2		
152	SRC.2....Fed_rep3_skeletal_muscle.1	SRC-2+/+ Fed_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 wild-type			3		
153	SRC.2....Fed_rep4_skeletal_muscle.1	SRC-2+/+ Fed_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 wild-type			4		
154	SRC.2....Fed_rep5_skeletal_muscle.1	SRC-2+/+ Fed_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src2 wild-type			5		
155	SRC.2....Fasted_rep1_skeletal_muscle.1	SRC-2+/+ Fasted_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 wild-type			1		
156	SRC.2....Fasted_rep2_skeletal_muscle.1	SRC-2+/+ Fasted_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 wild-type			2		
